event_name,category,date,start_time,venue,address,organizer,description,price,capacity,latitude,longitude,rating,rating_count,traffic_score,tags
Local Business Meetup in Kandy,Academic Seminar,16-May-23,13:15,Kandy Town Hall,"199 Hill Street, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,200,50,7.241132,80.615026,4.5376,95.32,32.33677027,"free,paid,kids"
Grand Yoga Session in Kandy,Market,26-Mar-25,11:45,Kandy Town Hall,"26 Hill Street, Kandy",Kandy Sports Association,A community-focused event bringing together locals and visitors.,1000,200,7.27911,80.604362,4.5376,95.32,32.33677027,"indoor,paid,kids"
Open Cultural Show in Kandy,Religious,24-Jan-25,7:15,Peradeniya Botanical Gardens Lawn,"177 Hill Street, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,0,500,7.244742,80.602637,4.5376,95.32,32.33677027,"networking,indoor,family"
Annual Art Fair in Kandy,Educational Workshop,20-Oct-24,8:00,Kandy Art Gallery,"11 Peradeniya Road, Kandy",Peradeniya Botanical Events,An informative session with expert speakers and networking opportunities.,500,75,7.241444,80.624873,4.5376,95.32,32.33677027,"professional,networking"
Annual Business Meetup in Kandy,Theatre,22-Mar-26,9:45,Mahaweli Reach Hotel Conference Room,"174 Lake Road, Kandy",Kandy Music Circle,"Live performances, food stalls, and family activities.",0,300,7.26023,80.649904,4.5376,95.32,32.33677027,"networking,registration"
Community Film Night in Kandy,Religious,28-Dec-26,18:00,Bogambara Stadium,"188 Peradeniya Road, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",750,500,7.290728,80.62602,4.5376,95.32,32.33677027,student
Grand Tech Summit in Kandy,Art & Craft,2-Oct-26,19:30,Kandy Cultural Centre,"90 Temple Road, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,0,200,7.293515,80.616628,4.5376,95.32,32.33677027,"kids,paid"
Weekly Tech Summit in Kandy,Business Expo,7-Feb-23,9:15,University of Peradeniya Lecture Theatre,"142 Peradeniya Road, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,0,400,7.318432,80.631645,4.5376,95.32,32.33677027,"student,tickets_required,kids"
Monthly Business Meetup in Kandy,Music Event,28-Aug-24,15:00,Local Community Hall,"182 Lake Road, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,1500,750,7.272095,80.636591,4.5376,95.32,32.33677027,"student,indoor"
Local Tech Summit in Kandy,Music Event,27-Feb-26,20:00,Kandy Lakefront Hall,"154 Main Street, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,0,250,7.275139,80.63573,4.5376,95.32,32.33677027,"free,professional,paid"
Open Job Fair in Kandy,Religious,21-Oct-23,8:30,Bogambara Stadium,"99 Lake Road, Kandy",Lanka Events Co.,"Live performances, food stalls, and family activities.",750,150,7.248933,80.648495,4.5376,95.32,32.33677027,"networking,professional,outdoor"
Community Book Reading in Kandy,Sports Event,24-Nov-26,12:00,Kandy Open-Air Stage,"67 Lake Road, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,1000,400,7.285805,80.61747,4.5376,95.32,32.33677027,"student,free,professional"
Weekly Job Fair in Kandy,Food Event,12-Feb-23,20:30,Kandy Art Gallery,"84 Temple Road, Kandy",Festival Lanka,An informative session with expert speakers and networking opportunities.,0,750,7.295428,80.603768,4.5376,95.32,32.33677027,"networking,outdoor"
Community Job Fair in Kandy,Networking,23-Nov-25,12:30,Temple of the Tooth Grounds,"76 Hill Street, Kandy",Mahaweli Event Planners,"Live performances, food stalls, and family activities.",2000,400,7.279447,80.638971,4.5376,95.32,32.33677027,registration
Open Cricket Match in Kandy,Art & Craft,22-Oct-23,18:00,Kandy Open-Air Stage,"68 Main Street, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,750,300,7.272708,80.650335,4.5376,95.32,32.33677027,"tickets_required,student"
Annual Coding Workshop in Kandy,Sports Event,24-Dec-25,10:00,Kandy City Centre Auditorium,"78 Market Lane, Kandy",Kandy Sports Association,"Live performances, food stalls, and family activities.",0,400,7.273809,80.62642,4.5376,95.32,32.33677027,"paid,indoor"
Annual Book Reading in Kandy,Education,5-May-24,15:00,Temple of the Tooth Grounds,"148 Hill Street, Kandy",Mahaweli Event Planners,Hands-on workshop suitable for beginners and professionals.,750,400,7.294887,80.640027,4.5376,95.32,32.33677027,professional
Annual Coding Workshop in Kandy,Art & Craft,24-Oct-25,20:30,Kandy Cultural Centre,"46 Hill Street, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,1500,250,7.31201,80.593638,4.5376,95.32,32.33677027,"paid,student,tickets_required"
Annual Job Fair in Kandy,Business Conference,15-Dec-24,21:45,Mahaweli Reach Hotel Conference Room,"149 Garden Avenue, Kandy",Kandy Music Circle,"Live performances, food stalls, and family activities.",500,300,7.309681,80.597338,4.5376,95.32,32.33677027,"student,registration,outdoor"
Local Coding Workshop in Kandy,Business Conference,8-Sep-23,16:15,Pallekele International Cricket Stadium,"171 Garden Avenue, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,200,50,7.292018,80.650262,4.5376,95.32,32.33677027,professional
Open Cricket Match in Kandy,Religious,29-Jun-23,15:15,Kandy Art Gallery,"153 Peradeniya Road, Kandy",Festival Lanka,An informative session with expert speakers and networking opportunities.,0,200,7.243674,80.606955,4.5376,95.32,32.33677027,"tickets_required,networking"
Open Film Night in Kandy,Cultural Festival,16-Oct-26,10:45,Kandy Art Gallery,"188 Garden Avenue, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,0,300,7.256485,80.637417,4.5376,95.32,32.33677027,"free,tickets_required"
Monthly Music Night in Kandy,Film Screening,7-Jun-23,21:15,Kandy Municipal Grounds,"193 Main Street, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,2000,75,7.307201,80.59502,4.5376,95.32,32.33677027,"indoor,family"
Local Tech Summit in Kandy,Business Conference,17-May-23,14:00,Ramada Kandy Banquet,"160 Temple Road, Kandy",University of Peradeniya,An informative session with expert speakers and networking opportunities.,2000,250,7.296288,80.637055,4.5376,95.32,32.33677027,"professional,free"
Weekly Business Meetup in Kandy,Cultural Festival,21-Feb-26,20:45,Mahaweli Reach Hotel Conference Room,"133 Peradeniya Road, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,300,100,7.271608,80.607574,4.5376,95.32,32.33677027,"kids,registration,outdoor"
Weekly Music Night in Kandy,Music Event,21-Sep-25,19:00,Kandy Municipal Grounds,"52 Main Street, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,500,150,7.275481,80.637207,4.5376,95.32,32.33677027,"free,tickets_required,paid"
Community Business Meetup in Kandy,Food Event,2-Aug-25,7:15,Kandy Open-Air Stage,"134 Market Lane, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",2000,150,7.314573,80.652467,4.5376,95.32,32.33677027,student
Grand Handicraft Market in Kandy,Religious,9-Apr-25,16:45,Temple of the Tooth Grounds,"148 Temple Road, Kandy",Local Artists Collective,Hands-on workshop suitable for beginners and professionals.,1500,300,7.267842,80.612362,4.5376,95.32,32.33677027,"free,student"
Weekly Cultural Show in Kandy,Music Event,26-Feb-23,13:45,Riverbank Event Space,"12 Market Lane, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,1500,1000,7.317282,80.634127,4.5376,95.32,32.33677027,"tickets_required,indoor"
Monthly Cultural Show in Kandy,Religious,10-Aug-26,13:15,Peradeniya Botanical Gardens Lawn,"120 Main Street, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,0,500,7.253348,80.65707,4.5376,95.32,32.33677027,"student,kids"
Grand Tech Summit in Kandy,Art & Craft,25-Nov-25,14:45,Temple of the Tooth Grounds,"100 Main Street, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",1500,150,7.314474,80.647412,4.5376,95.32,32.33677027,indoor
Grand Yoga Session in Kandy,Theatre,17-Jun-25,7:45,Temple of the Tooth Grounds,"39 Peradeniya Road, Kandy",University of Peradeniya,Hands-on workshop suitable for beginners and professionals.,1000,150,7.292059,80.616503,4.5376,95.32,32.33677027,"family,student"
Weekly Coding Workshop in Kandy,Business Conference,17-Aug-25,19:15,Riverbank Event Space,"191 Lake Road, Kandy",Kandy Tourism Board,A community-focused event bringing together locals and visitors.,0,250,7.315128,80.619061,4.5376,95.32,32.33677027,"registration,paid"
Grand Cultural Show in Kandy,Food Event,14-Apr-25,12:30,Kandy Art Gallery,"58 Lake Road, Kandy",Peradeniya Botanical Events,An informative session with expert speakers and networking opportunities.,500,250,7.251175,80.641459,4.5376,95.32,32.33677027,"paid,networking"
Community Yoga Session in Kandy,Art & Craft,11-Nov-23,6:45,Ramada Kandy Banquet,"77 Peradeniya Road, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,300,150,7.242376,80.620339,4.5376,95.32,32.33677027,"tickets_required,family"
Grand Coding Workshop in Kandy,Cultural Festival,6-Oct-23,20:15,Temple of the Tooth Grounds,"19 Market Lane, Kandy",University of Peradeniya,An outdoor celebration showcasing local culture and crafts.,0,300,7.285989,80.613684,4.5376,95.32,32.33677027,outdoor
Community Music Night in Kandy,Art & Craft,9-Dec-23,20:00,Kandy Municipal Grounds,"22 Garden Avenue, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,0,150,7.277673,80.624022,4.5376,95.32,32.33677027,paid
Community Coding Workshop in Kandy,Business Conference,8-Jan-26,13:15,Ramada Kandy Banquet,"142 Hill Street, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",2000,500,7.313326,80.654284,4.5376,95.32,32.33677027,"outdoor,professional"
Open Business Meetup in Kandy,Business Expo,11-Aug-23,7:00,Peradeniya Botanical Gardens Lawn,"48 Main Street, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,0,400,7.314934,80.624964,4.5376,95.32,32.33677027,"professional,kids,indoor"
Grand Yoga Session in Kandy,Music Event,16-Jun-26,20:30,Riverbank Event Space,"183 Main Street, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,200,100,7.251703,80.618646,4.5376,95.32,32.33677027,"tickets_required,kids"
Grand Business Meetup in Kandy,Educational Workshop,3-Mar-26,19:00,Kandy Town Hall,"179 Market Lane, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,0,100,7.280662,80.626731,4.5376,95.32,32.33677027,family
Open Film Night in Kandy,Academic Seminar,9-Apr-26,12:15,Mahaweli Reach Hotel Conference Room,"139 Market Lane, Kandy",Kandy Municipal Council,"Live performances, food stalls, and family activities.",0,150,7.305967,80.624733,4.5376,95.32,32.33677027,"indoor,outdoor"
Grand Handicraft Market in Kandy,Film Screening,2-Dec-24,6:15,Riverbank Event Space,"131 Garden Avenue, Kandy",Heritage Kandy,An outdoor celebration showcasing local culture and crafts.,2000,200,7.25812,80.656397,4.5376,95.32,32.33677027,"student,networking,outdoor"
Monthly Food Festival in Kandy,Art & Craft,12-Mar-25,21:30,Ramada Kandy Banquet,"63 Market Lane, Kandy",Kandy Music Circle,A community-focused event bringing together locals and visitors.,0,750,7.303783,80.593627,4.5376,95.32,32.33677027,networking
Community Job Fair in Kandy,Business Expo,2-Aug-26,19:45,Kandy Open-Air Stage,"13 Lake Road, Kandy",Kandy Cultural Society,"Live performances, food stalls, and family activities.",100,300,7.282801,80.610408,4.5376,95.32,32.33677027,"indoor,paid"
Local Art Fair in Kandy,Theatre,27-Jun-26,6:45,University of Peradeniya Lecture Theatre,"27 Hill Street, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,1500,150,7.289086,80.591349,4.5376,95.32,32.33677027,"tickets_required,free,networking"
Annual Book Reading in Kandy,Educational Workshop,17-Apr-25,11:15,Pallekele International Cricket Stadium,"27 Market Lane, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,1000,250,7.253135,80.618113,4.5376,95.32,32.33677027,"kids,professional,tickets_required"
Weekly Art Fair in Kandy,Academic Seminar,26-Mar-25,13:00,Kandy Regency Hotel,"30 Peradeniya Road, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,1000,750,7.295504,80.651077,4.5376,95.32,32.33677027,"outdoor,free,networking"
Weekly Art Fair in Kandy,Education,13-Nov-23,22:30,Kandy Sports Complex,"31 Temple Road, Kandy",Kandy Foodies Club,A community-focused event bringing together locals and visitors.,1000,300,7.304535,80.641455,4.5376,95.32,32.33677027,"tickets_required,paid"
Weekly Business Meetup in Kandy,Educational Workshop,18-Jul-23,22:00,Riverbank Event Space,"10 Garden Avenue, Kandy",Kandy Cultural Society,A community-focused event bringing together locals and visitors.,500,75,7.291776,80.657505,4.5376,95.32,32.33677027,"networking,free"
Grand Cultural Show in Kandy,Academic Seminar,11-Oct-25,21:15,Kandy Art Gallery,"168 Hill Street, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,1500,75,7.306226,80.596958,4.5376,95.32,32.33677027,free
Open Cultural Show in Kandy,Educational Workshop,2-Aug-24,7:00,Kandy Municipal Grounds,"43 Market Lane, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,200,75,7.278813,80.623051,4.5376,95.32,32.33677027,"kids,paid"
Grand Business Meetup in Kandy,Music Event,11-May-26,8:15,Mahaweli Reach Hotel Conference Room,"59 Market Lane, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",750,400,7.262713,80.617676,4.5376,95.32,32.33677027,student
Weekly Business Meetup in Kandy,Networking,1-Nov-25,16:30,Kandy Cultural Centre,"125 Market Lane, Kandy",Kandy Foodies Club,An outdoor celebration showcasing local culture and crafts.,500,100,7.309516,80.654693,4.5376,95.32,32.33677027,"indoor,paid,tickets_required"
Local Cultural Show in Kandy,Film Screening,25-Oct-24,14:45,Mahaweli Reach Hotel Conference Room,"104 Market Lane, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,1500,500,7.281376,80.608017,4.5376,95.32,32.33677027,"paid,professional,outdoor"
Local Film Night in Kandy,Film Screening,2-Dec-23,8:30,Kandy Town Hall,"143 Market Lane, Kandy",Kandy Sports Association,"Live performances, food stalls, and family activities.",0,200,7.256615,80.64545,4.5376,95.32,32.33677027,"student,registration"
Open Startup Pitch in Kandy,Cultural Festival,26-Jan-23,8:30,Kandy City Centre Auditorium,"125 Lake Road, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,2000,400,7.242432,80.61613,4.5376,95.32,32.33677027,"paid,professional,networking"
Community Business Meetup in Kandy,Networking,24-Sep-23,7:30,Bogambara Stadium,"76 Garden Avenue, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,0,1000,7.250309,80.608435,4.5376,95.32,32.33677027,"registration,outdoor,indoor"
Local Music Night in Kandy,Market,1-May-23,17:45,Nawaloka Hall,"117 Lake Road, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,500,75,7.300677,80.628853,4.5376,95.32,32.33677027,networking
